t-SNE Dimension 1,t-SNE Dimension 2
-18.934938,7.3379817
-22.585299,11.301703
-8.77431,23.859133
-20.608845,3.8894384
4.180446,27.939484
-5.3145747,31.745708
-13.881566,-25.834513
-19.09817,0.72748595
-11.722047,23.373217
-3.6054688,-28.892084
-5.124739,23.600573
-18.230717,0.8726081
-13.214438,18.069954
-17.490946,1.6998233
-18.716505,-0.20649013
-17.229382,-11.567744
-16.513716,-7.233402
-4.3269753,-24.390587
-15.4494295,-0.5196379
-19.582565,12.616043
-6.5607214,20.482233
-12.132952,-13.570344
-16.4256,5.5075827
-15.905693,8.768468
-19.59277,-2.1240456
-15.38507,-19.935534
-14.578315,-20.664703
-13.512559,28.993423
-12.93214,27.745985
-20.866446,6.966941
-23.91247,3.412342
-15.098956,-22.996006
-10.148461,27.073261
-18.313246,-3.377532
-11.999714,25.902859
-17.019907,-2.902642
-6.2273617,-24.342001
1.3548048,25.792816
-14.907549,9.485378
-12.133234,-25.575157
-13.330765,21.48337
-8.952407,9.916317
-10.607917,9.700421
-9.476319,8.984302
-17.039007,18.540916
-2.8777869,-26.250818
-2.3325226,18.626375
1.5327784,22.963
-6.656395,-9.976314
-9.0884905,-5.4006963
-0.72993475,8.123766
-0.5983767,16.424858
-7.0390267,3.8444421
5.094672,-6.381152
-6.454033,5.2896075
-7.6859155,2.5178533
-6.8795614,9.138577
-4.8924007,14.824563
-9.45253,3.2405431
-1.5169152,-17.044563
-12.394054,21.440746
-5.013625,19.711487
-12.172813,-3.8703403
-12.908512,-2.4139707
-9.60558,9.850348
-14.178913,-3.88924
-11.859783,-21.48659
-14.267376,-4.407282
-18.769987,5.4372582
-14.397825,23.79879
-13.929787,26.633757
-13.510187,26.37535
-13.24125,-19.210602
-19.444595,-13.778322
-20.542315,-14.717974
2.5926557,28.19221
-14.884646,23.21884
-13.607803,-21.87105
-9.9648905,-21.769463
-22.568863,10.126859
-7.9153905,-23.067226
-12.515089,26.400562
-22.638758,5.1057053
-21.434067,3.291624
-4.9178257,-28.018438
-14.78018,8.6883135
-5.192717,-25.782084
-9.237644,-21.528423
-14.8548155,-17.646227
-18.663832,-7.0678024
-18.553995,-5.927469
-16.300179,-6.297603
-10.793201,23.943317
-6.8729696,21.76306
-17.424458,0.8819897
-14.612234,-12.783214
-12.931722,8.581403
-13.753791,21.326286
-3.2183402,-24.637453
-9.907298,-5.372828
-6.347866,8.776253
-4.034486,18.224014
-2.8074777,18.584047
-5.505034,1.4207873
-9.441384,-1.196774
1.6617367,22.12358
-7.6663804,3.8236685
-11.450535,-7.518001
-8.147606,9.252416
-4.787881,19.24691
-10.608566,-5.1120286
-11.447474,-1.2997891
-12.10347,9.35496
-12.58778,-4.9168167
-13.08655,-11.49417
-1.121192,-29.080927
-7.411531,10.740686
-11.901342,-24.58685
-9.197407,-25.179905
-18.252388,19.677195
2.3302915,28.48729
-13.264286,-14.504735
-22.17766,-6.628833
-6.353338,14.435754
-15.741605,-11.847213
-18.736616,-14.664118
-18.661924,8.104835
-13.695619,-13.872166
-6.5360603,14.364759
-16.172092,-11.796319
-13.406339,-15.290337
-12.499499,24.638823
-17.88747,2.9914412
-15.982301,-3.0619094
-17.71527,4.2829986
-18.276106,19.98139
-12.824176,-25.57064
-15.164035,-13.52581
-18.537264,3.911651
-24.15564,8.474145
-13.810248,-21.202482
-21.411123,5.8152285
-21.690298,7.9673486
-24.17885,-6.3818593
-22.886372,7.5657897
-20.763353,-12.8578825
-9.775271,25.538408
1.5050621,28.306116
-9.68517,24.267532
-23.33844,10.280219
4.0089335,26.696993
-16.21688,-7.657769
-9.486141,-20.635214
-11.578272,-19.103474
-5.552684,20.797003
-10.350103,-10.901285
-4.5379567,-21.10712
-8.236778,-1.9796275
6.4004583,24.341806
-5.093806,3.4331844
-0.08275426,8.381793
-1.2662959,14.099705
9.478589,-18.201193
9.513241,-19.329727
12.515495,-27.254171
15.857878,11.5018
14.456345,-15.354245
17.579971,17.606354
16.589323,3.4998899
14.665593,-9.830907
16.412886,12.68444
15.330681,3.0083823
16.892603,16.369448
15.478158,3.15487
14.63852,10.725109
12.669981,-3.309277
13.652988,11.182353
12.582107,-0.010439184
10.4641485,13.47895
11.497902,0.10582556
-2.7157736,3.0361369
-8.125142,-4.560214
-6.296884,7.643222
-11.570696,21.750505
-4.8250995,-21.304087
-13.692074,-5.978862
-12.906001,-19.429953
-7.5930195,-23.593824
-8.7628,25.382683
-23.505539,-6.4033585
-13.821432,9.589044
-14.088127,23.543201
-10.078508,26.057596
-15.022516,23.644579
-23.078041,11.104374
-19.193974,-14.655253
-2.9276586,25.159294
-17.82482,-10.243375
-14.306344,22.894642
-18.629633,8.854954
-12.405194,-19.325645
-4.2871575,21.407269
-16.529278,-2.1558225
-18.40487,-0.68605936
-18.283722,-9.410317
-20.287354,9.235638
-17.662153,-17.320543
-24.829172,15.500987
-13.937214,-24.010765
-21.636799,2.6496763
-11.604931,25.07234
-18.002848,-16.323376
-9.375403,26.45785
-10.179052,24.394955
-19.40702,-7.9338293
-17.838655,21.181953
-25.03213,8.692746
