t-SNE Dimension 1,t-SNE Dimension 2
-21.4028,4.229398
-14.057247,-23.108541
-17.042871,-15.4123535
-19.144392,-7.0009384
-20.181646,9.054222
-14.274778,-25.971062
-15.073552,18.167933
-14.904808,8.000033
-17.492844,-4.021528
-2.9695408,-22.302261
-12.336983,7.475376
-8.901261,1.4447013
2.6445487,23.146814
12.699096,21.20179
6.217919,-2.1188366
7.1303964,7.5478992
9.352536,4.6006374
4.96118,-19.239939
9.966867,1.7750052
4.9032187,-20.705618
11.512399,-16.519657
10.3995495,3.3617957
10.875577,-4.0581994
10.624458,2.7587092
11.755555,17.349516
11.64017,11.193826
12.88361,14.469456
10.736453,0.55656946
10.350943,0.82991916
-1.7057772,4.19462
5.796707,-4.242842
