PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
-18.162634184046574,1.6820306014103552,2.044827431163304,0.5277870393212207,-4.089541293721008
-18.445506750415632,-0.8571321602460298,-2.1314811364070105,3.8027924215381304,-3.109427497792642
-17.922267434235096,4.557041808726682,2.0336249180598407,2.4360262329614195,-3.9281374039731074
-17.714744163556436,6.319870170935786,2.480097179290824,1.4347679325586495,-4.004821136516941
-18.456880061582467,-1.3948303587912638,3.083131006187305,0.7166362894693752,-4.332267888758164
-18.42270835496254,8.455980621987871,1.8950073140566188,2.4756314874486973,-3.759224590857498
-19.067397976898306,1.3080094503305353,0.006867411320772642,-0.38047981433997174,-4.155217598541803
-18.934797461826378,3.9627572963189106,5.8461470913221625,-1.4370882045904882,-4.651380185179816
-18.11657972748084,10.402432695401991,1.0795248550952452,1.834774122731725,-3.9447340842053973
-18.73831444587642,3.99710987961327,1.8981563139541546,0.03176059886599677,-4.0639187897065
-18.983223155348814,-2.2912913468944254,6.342549638430654,0.958574445443132,-4.711326523488208
-18.842549801932503,0.9539455352260832,1.9999645340720593,2.385744386565756,-4.335551029073632
-18.39727783634423,3.827089970034532,1.4521935444281473,0.6468385247560396,-4.211530138671213
-18.401033898123547,-8.389026758114538,2.6736294650897094,-0.15015550784105294,-4.426778509215433
-17.234570014745355,-13.544033714442616,4.672030530983537,-1.8705691670282134,-4.935618608231782
-14.241109156690305,9.544765492082304,0.23867473724383353,3.1561488907483537,-3.22812021048221
-14.728033468405306,-1.3927905650104078,0.5428655410908766,0.5909669702428915,-3.735131832782546
-13.25556791293427,3.3310739019661058,1.827492357122985,-1.987594682599181,-3.9397306005674695
-13.826305468329636,-17.55264255440312,-0.22034466810601908,-1.7641325388300044,-3.0404354110282115
-11.110900534723864,7.780259066670243,2.3540362046639562,3.0558466711462517,-1.9836058376777144
-8.961303332410646,13.8938596599971,-1.9810428474517132,6.513334686445303,-1.1020191731642874
-7.988108054355936,11.775918246937474,-2.620114042538086,-5.685567964964612,-2.297237122906077
-8.43164722441903,-0.027965425799848755,1.8871085371343703,2.426707602274058,-1.6634681997720855
-8.521508983434128,-6.781472004850183,1.7369301941459088,-2.1418838818251276,-2.0891535131699293
-7.2250389843249145,6.031214444018114,3.6047939229901,2.0924103942935033,-1.3274682174988601
-6.766228579626503,5.994014386416384,-0.10697484397260666,1.305138325431357,-0.9353321400008934
-6.459066634362039,6.159954716946131,-1.5003637606099736,3.0335091704619126,-0.6947841876924726
-6.784593491479821,-0.054401886953494336,3.8469170256881746,0.09994026871890097,-1.3678292028140517
-6.568027418188735,1.6873791707038395,4.704650291889191,0.9057584193910329,-1.1111565717026366
-6.734816022601899,-3.228091465457022,2.3350467904442245,-0.18034544800139582,-1.0869219744713507
-5.852419879815298,3.0182090458859054,-2.839663760868344,5.4305007014138225,0.16775304006330116
