PCA_1,PCA_2,PCA_3,PCA_4,PCA_5
-18.162634184046418,1.6820306014048205,2.0448237617849436,0.5277693390428647,-4.089435485833223
-18.445506750415586,-0.8571321602482376,-2.1314830492525747,3.802798076875374,-3.109580614950628
-17.92226743423495,4.557041808722169,2.03361891089686,2.43601587294496,-3.928191087091159
-17.714744163556393,6.319870170932167,2.4800944770162485,1.434763877380993,-4.004718621175813
-18.456880061582414,-1.3948303587940876,3.0831269159221057,0.7166306029504325,-4.332196997106046
-18.422708354962566,8.455980621986436,1.8950077939189243,2.475628828548133,-3.7589663949986862
-19.067397976898068,1.3080094503242246,0.006859123177122714,-0.38049203213203925,-4.155328856353326
-18.93479746182625,3.9627572963131046,5.84614118962931,-1.4370943699016556,-4.651342639004714
-18.116579727480858,10.40243269539901,1.0795228176585983,1.8347786302360567,-3.9446693014907313
-18.738314445876323,3.997109879608208,1.8981531165399934,0.03175400829716666,-4.063817611205101
-18.983223155348774,-2.291291346896307,6.342544200131381,0.9585704778727984,-4.711257273410004
-18.84254980193227,0.9539455352197159,1.9999576268824035,2.385728977071361,-4.335561532987641
-18.397277836344465,3.827089970034936,1.4521990345789786,0.6468612888738561,-4.211395945655055
-18.401033898123636,-8.389026758117048,2.67363112907077,-0.15014944881727801,-4.426530715506608
-17.234570014745255,-13.544033714446027,4.672028076238214,-1.870591583580981,-4.935275814772178
-14.24110915669029,9.54476549207732,0.23867575331820953,3.1561484002724667,-3.2281045232602907
-14.728033468405291,-1.392790565016024,0.5428679457877925,0.5909657464742099,-3.734989583567317
-13.25556791293441,3.3310739019657984,1.8275005617248894,-1.9876010593404745,-3.9392476820070677
-13.826305468329558,-17.552642554405516,-0.22034495489174705,-1.7641530719626133,-3.0401027077756844
-11.110900534723774,7.780259066667545,2.3540347543315154,3.0558368882251568,-1.9835206597044408
-8.961303332410543,13.893859659993746,-1.9810469777254012,6.513323882163485,-1.102063597320629
-7.988108054355814,11.775918246932937,-2.620120089289527,-5.685567902121151,-2.297600590640037
-8.431647224418867,-0.027965425806753732,1.8871014035666236,2.4266894095468436,-1.6634021654296667
-8.521508983434114,-6.7814720048537405,1.7369279466764302,-2.141900545424918,-2.0887981082633478
-7.225038984324834,6.031214444012419,3.6047892330976423,2.0923990018175815,-1.3274051381135148
-6.766228579626276,5.994014386406635,-0.10698131820861224,1.3051211486597394,-0.9355211651175793
-6.459066634362117,6.159954716939767,-1.5003604831938695,3.0335150402016695,-0.6947682676580287
-6.784593491479687,-0.05440188696125223,3.8469153130330485,0.09991730073091833,-1.3676054867958853
-6.568027418188589,1.687379170696765,4.704645298298554,0.9057308747649181,-1.110851290429196
-6.734816022601862,-3.228091465465506,2.3350474211042935,-0.1803569591387941,-1.0866501564261521
-5.852419879814973,3.018209045874513,-2.8396722734805833,5.430476883862107,0.16765243621298062
-5.698625731108599,-0.6853339973484649,-1.2834981091119357,-2.5764094987769295,-0.5372948418928654
-6.029306607511863,-8.33583071606922,2.640953928698299,-5.267213634414677,-0.9682170213350939
-5.297868790102868,-29.601742226379162,2.7834002549710037,-3.3746709091335423,-0.5945069580221493
-2.7734444858558494,-33.72614123995461,1.7942380422079065,1.4886482142216708,-0.2157949985462333
-0.5646779219477109,-9.46451478476963,4.711024576482774,3.9668726952320896,-0.21483345406568086
1.1209159127607788,-41.11557984075717,-8.80280319253334,4.636450500988701,0.9462469277785654
4.3307466017443295,-15.718006751719468,-10.347068594820135,9.84759525738355,1.950201803472175
14.5746885508832,39.049465522071266,21.110848065541276,-6.805368115810962,-1.122650181850646
9.679952444602042,-25.44166961803389,2.345910205503819,-1.3590947523315604,0.5231136567626925
19.438214180297805,38.50219128187189,20.675376038462343,-4.190963513583988,0.4801522288224674
14.043010732726636,-37.57136835665656,5.411841485908174,-0.4057810500708697,1.1620400118636656
15.944608819800504,-21.84651973494343,4.959878112794559,-1.2619349696873434,0.9716533881875306
22.24669220938661,-88.02023345305236,13.502272590855064,6.5457870786642145,-2.334896039429454
39.786438812127685,44.19220598563848,-1.1543661335452415,3.045713502192397,-0.43380607610124094
33.88939676991492,-59.035516457555694,-0.21956291652170093,3.340823936816394,-1.3304260420896086
40.957017897407724,-107.28719693472256,-6.466008481839627,10.48803702864014,-0.21757322912016933
70.13760993654574,76.56715078122868,8.849316034935855,-4.532986647631391,-0.537542052113486
66.30702689919848,-136.63499993488918,-6.601756314726924,3.848197439177853,1.058553801703526
90.50692645143299,44.860395275401515,49.633328245485586,-16.810065217526223,-1.6206724489951445
84.106310463568,-85.92095848751828,16.21090340075162,6.299007539949944,1.1580267787403482
97.63908965848648,10.590914499886116,-36.52889267128067,14.409168161916126,7.429859697447513
94.99911353076007,-51.6098928261557,-27.108171681735946,9.78421289934709,5.31245260282184
97.29350707980544,-48.00345253985522,-14.225264873308031,20.941950700576683,5.458843990518719
125.77294660569666,104.24207476609566,-1.7244613716852557,-3.9177973140919393,3.3628922609271017
120.88996087833233,20.938978386868627,-14.398142778282327,-10.918659079167117,1.7366144316482826
128.10098997688777,52.81158319873937,21.765703770959938,-10.026034475642671,-0.5297986999206965
