t-SNE Dimension 1,t-SNE Dimension 2
10.012821,-29.07665
5.545337,-8.435366
-5.4288564,6.1053004
6.477059,21.512651
12.412354,-30.6603
0.10939046,-19.087383
1.1356992,-26.153757
1.8075968,-19.501165
-5.679311,0.87138605
-4.4175367,-14.37016
-9.638542,-8.072874
15.466242,24.79488
-2.389013,17.801943
6.3925533,20.92531
0.45692578,21.478745
13.330706,-31.1929
9.935922,-1.7936183
4.322653,-21.641665
8.278605,-22.139912
10.371031,10.845826
10.146666,-26.18119
9.595249,-25.535109
10.012999,-22.322855
7.8384943,-25.705093
3.6288605,-27.155144
7.408498,-9.758649
15.341148,22.982351
10.598792,-26.95219
5.309436,-22.386042
18.561575,23.235252
19.483307,22.669308
11.188911,-10.35361
18.439695,-20.123169
13.331588,-28.359186
13.474034,-14.092216
12.188083,-14.62631
10.666783,-10.6044445
17.703701,24.379972
12.771877,-27.9816
19.352278,20.67287
19.878078,13.025586
17.216063,-17.977657
17.966936,-19.221054
18.602312,21.260082
19.459732,12.257296
19.540699,19.594656
17.71155,-9.782954
17.779442,-10.058314
20.179825,20.70579
16.422955,-12.190332
17.086285,3.5479326
14.223291,-27.797926
17.176672,-13.33424
18.6434,14.182298
18.402733,8.658193
18.023205,7.699943
14.211211,-24.65387
21.610796,22.351961
21.965416,8.965835
18.838041,-15.681955
20.2882,8.624856
19.303833,-13.640614
18.604513,-14.841978
20.773668,7.3007684
19.519646,2.3747811
20.45555,9.909915
19.524284,6.0160313
18.908218,3.1970527
14.171068,-24.366825
17.978807,3.1730442
21.038044,19.728098
18.70241,5.2526135
17.304296,1.9938363
13.6379,-25.206709
15.716142,-15.857609
17.314493,1.5085688
17.124119,8.341518
2.419291,-20.166275
5.871756,24.15342
-3.892079,17.642962
0.6592272,-19.687786
9.898819,-30.100134
1.1739968,-24.928207
0.2035958,-20.663912
-8.560414,-0.4589035
5.977498,23.70618
-1.256199,-21.546175
-1.1961854,9.008969
-9.349149,-2.4982603
-0.004710467,-26.60755
7.716927,22.06353
-6.0500665,-12.935721
-12.534238,-6.945661
5.365848,22.542276
1.4094218,-23.857828
15.682696,24.892284
4.79859,-4.1050897
-3.0205328,17.479269
4.9170117,21.443
-4.1838665,8.604798
-3.4851437,4.1557665
-11.631999,-10.794723
0.7236881,-28.924133
-0.7288818,-24.296608
8.021558,21.695087
-0.46015695,17.16105
-8.817164,-3.1689494
-8.250703,-1.1760384
-2.2533894,17.453455
-3.2744799,3.5924594
-1.1711702,-20.84484
7.355344,23.339611
0.580119,15.908814
0.3900166,15.761326
2.0952325,-22.342497
-0.6834829,-19.638405
-1.4668846,16.903004
1.895858,-21.513407
3.13806,-21.13424
0.6365919,8.697421
11.709856,15.284691
5.6475496,-6.1350746
-4.2197933,5.901974
0.46629712,-21.4374
-5.019932,-0.32371938
9.824169,-29.304077
9.197754,-2.1835773
-3.3443604,6.1252623
1.1965201,-21.165741
-2.8587961,5.088529
5.067003,-5.9243827
5.0336776,-7.843667
2.0778954,20.28829
4.4797325,23.076637
-10.510309,-6.72547
-0.6279819,-28.79032
-15.991777,5.3934975
5.933251,-30.236496
7.0931964,-30.396698
-6.370828,-16.306164
6.4288573,22.520672
-5.8101006,-16.657925
6.9974575,20.568836
4.9118004,-28.040491
8.833385,25.706028
6.727232,17.020145
8.176393,-28.7505
1.9538404,-4.7946053
5.6256914,7.83743
1.4049277,4.260345
0.99151,2.0034156
11.0805435,23.459444
3.6773372,3.2638636
11.00243,22.833408
0.91943306,1.6793576
1.079634,-10.915964
7.7855034,-15.275516
0.4050665,-1.0462979
-11.776954,14.549005
-12.673229,15.168794
-3.174393,-8.51341
-8.473409,18.642729
-4.752914,-6.3095617
-15.698991,20.844118
-19.384861,11.225196
-20.373299,-2.7814085
-16.834377,-14.618218
-24.237768,-4.718683
-24.616318,5.2874193
-5.3486147,-24.441685
-12.736393,-26.193432
4.729476,26.154491
-2.5044668,22.733065
-16.127186,0.01704807
-1.3938619,-27.737024
-11.473488,-13.404231
-6.4213505,-18.506525
8.338212,24.446726
-10.803552,-9.589625
-6.841437,-10.387103
-12.266455,1.1992872
-9.828342,-11.774552
-8.1635475,0.9299919
-4.5380535,11.899375
1.308059,-27.619654
5.8700514,17.956667
-1.6741343,15.845121
-8.893994,-7.6991334
-2.6132936,4.2568626
0.52431136,-23.111393
-0.1350885,-25.964945
-11.358044,7.6628222
-2.7248995,15.913397
-11.308544,-9.736183
-6.2734056,-18.259838
-2.4778407,19.785261
12.95216,26.538706
-9.9556,-6.904847
-18.613405,15.231597
-19.335152,18.228209
-12.2815275,1.1020871
-11.250141,-8.663925
-3.9637156,15.66732
-1.7335202,20.439459
-13.200012,-9.377924
3.620557,23.835445
-10.9431095,-4.172912
-10.314877,-24.235937
-10.260489,-3.3682215
-12.295066,-12.872238
-10.760033,-23.94608
-16.63166,19.597103
-3.6998003,24.048103
-16.293655,9.029854
-11.761297,23.876865
-9.140336,23.86776
-25.241095,6.7391915
-20.72719,-10.187363
-13.84113,-20.600622
-23.817352,12.602969
-12.554943,28.957302
-9.291668,27.89201
-21.255524,5.197601
-20.330536,6.7221756
-24.152628,-9.029381
-21.635912,10.588689
-24.738588,16.05206
-18.128542,22.446821
-16.852617,-7.144802
-21.181227,0.5240975
-24.705091,6.9550967
-19.966995,4.6873245
-24.975384,7.2231073
-13.364559,-24.658075
-17.89688,6.453725
-20.490252,12.476043
-14.715934,-12.33865
-3.5848167,-20.113317
-5.7349095,-12.812728
-5.627415,-13.087714
-0.5778746,21.66391
-7.6639285,-11.916562
-10.2478285,-5.6079226
-11.927674,-8.67305
-11.539075,-3.3151953
-12.62976,8.277888
-0.93377846,-27.650974
-8.846052,-18.92926
-9.743427,-20.403194
-14.443824,-2.1806698
-12.952321,9.061487
-13.664377,-12.740429
-5.9544873,21.798422
-8.6596775,-22.079292
-13.045413,23.038189
-13.032079,25.61432
-6.2894907,22.65926
-21.094942,6.450383
-20.54441,-17.335014
-23.85708,11.437761
-10.043271,-27.078075
-21.021036,-13.814913
-20.389887,-8.700155
-20.709015,-4.7409816
-22.764185,4.709928
-21.144157,-5.535438
-23.86162,-7.7847877
-9.372994,27.226326
-10.562387,-21.974972
-21.335613,-13.207714
-21.125166,-13.843313
-20.271078,-9.447309
-5.464267,-27.531462
-20.088512,-15.532735
-22.860178,8.165913
-5.209794,-28.916191
-22.313538,10.742743
-13.008607,28.502327
-17.675245,-14.482824
-13.263563,-27.220251
-6.9670076,-23.748388
-9.263022,22.046343
-18.534254,-15.887527
-8.306917,23.596575
-16.791578,22.27427
-10.756757,23.547712
-19.180605,3.039519
-4.3415976,-28.713444
-18.266533,-7.7343817
2.7744718,25.128063
-16.881083,15.675634
-3.7577348,-25.699236
-1.741079,-26.24113
-1.9102509,-25.4321
-10.030149,-14.229162
-13.822522,20.298283
-3.4418564,-21.762024
-8.69105,-3.4315028
2.1493297,-27.049883
1.2498778,21.575472
2.36859,21.12598
-5.0488553,4.7923183
15.867021,23.829407
14.833594,17.846867
11.109558,-4.087225
8.0287285,-3.6532493
9.156947,-3.430831
3.6097937,-20.646212
12.478952,15.660572
9.7848625,-2.429729
17.744314,23.01315
11.555972,4.4869742
11.58405,-2.774136
10.85841,5.880304
-2.609728,6.1587334
11.522785,-2.1381125
-5.3017406,4.806886
-6.3703675,4.472382
-11.209045,-9.215013
-11.505129,-7.1227813
-9.82119,11.495823
-14.857663,21.216722
3.2580066,25.891813
-18.996264,-3.0794904
-13.031546,-20.519033
-19.884546,-0.5145312
-19.248442,7.512467
-22.65293,11.637164
-8.665187,23.986174
-20.998682,4.1097574
4.289745,27.88195
-5.1216307,31.880445
-14.100097,-25.90964
-19.504555,0.9881766
-11.617894,23.458279
-3.6532412,-29.037865
-4.963677,23.700058
-18.599672,1.0307481
-13.150766,18.178114
-17.885754,1.8774076
-19.14034,0.04872925
-17.540472,-11.431225
-16.833227,-7.458658
-4.483728,-24.502712
-15.708545,-0.5226534
-19.66208,12.8749
-6.4638195,20.561346
-12.463446,-13.612645
-16.737928,5.6129885
-16.2182,8.8902855
-20.116879,-1.6631128
-15.593736,-20.039293
-14.781634,-20.751759
-13.396957,29.113329
-12.812606,27.858953
-21.272106,7.122882
-24.280499,3.6951025
-15.296879,-23.097244
-10.029687,27.216284
-19.117153,-3.4863653
-11.877378,26.039225
-17.717564,-2.9429305
-6.373898,-24.459818
1.4480908,25.772438
-15.217078,9.581012
-12.347771,-25.63868
-13.168403,21.53475
-9.217054,9.923667
-10.88147,9.738447
-9.752466,9.004708
-16.973547,18.719627
-3.003038,-26.371967
-2.2620938,18.642458
1.6181645,22.929232
-7.0365667,-9.995482
-9.527272,-5.394845
-0.9803757,8.039961
-0.58092797,16.381134
-7.34206,3.8344777
4.5554314,-6.4822884
-6.731658,5.2810335
-8.012418,2.4838805
-7.1339717,9.130545
-4.853654,14.875724
-9.750712,3.309026
-1.6977541,-17.163729
-12.201373,21.503069
-4.9419146,19.7772
-12.566553,-3.8998625
-13.486209,-2.537289
-9.880531,9.87551
-15.093477,-4.122719
-12.049256,-21.567192
-15.286865,-4.663857
-19.114141,5.6114926
-14.238953,23.880993
-13.807863,26.742968
-13.387548,26.480762
-13.410061,-19.309608
-19.54336,-13.117362
-20.418322,-14.20694
2.681069,28.177938
-14.732986,23.299942
-13.766446,-21.956713
-10.132989,-21.86493
-22.661926,10.468033
-8.06752,-23.182932
-12.395291,26.513657
-23.040213,5.3457355
-21.829374,3.5630934
-4.995133,-28.175224
-15.0950575,8.783682
-5.302086,-25.921936
-9.415267,-21.608683
-15.139385,-17.836964
-19.032055,-7.2886577
-18.925274,-6.162777
-16.60376,-6.5341268
-10.707438,24.07991
-6.745731,21.827898
-17.853453,1.0358809
-15.006837,-12.825174
-13.257775,8.6572695
-13.600481,21.38792
-3.3920994,-24.74169
-10.36513,-5.3636594
-6.6018133,8.751665
-3.9576607,18.237415
-2.7399776,18.597624
-5.8267574,1.3897059
-9.857355,-1.2078316
1.7402667,22.08943
-7.9690804,3.8113701
-11.83963,-7.5507226
-8.414953,9.256466
-4.723657,19.304905
-11.075911,-5.111884
-12.069246,-1.4085958
-12.386919,9.412397
-13.158827,-4.81638
-13.452038,-11.554897
-1.157193,-29.16599
-7.6416063,10.731508
-12.114149,-24.650055
-9.376767,-25.25379
-18.155392,19.885305
2.422463,28.476618
-13.573817,-14.555159
-23.082813,-6.4885335
-6.339176,14.4913
-16.14325,-11.918887
-18.749403,-13.920554
-18.882381,8.24733
-14.027074,-13.926117
-6.5320554,14.431215
-16.53887,-11.851483
-13.670861,-15.361391
-12.386076,24.73842
-18.285145,3.1485448
-16.621176,-3.0394278
-18.04279,4.4312654
-18.174566,20.190409
-13.049089,-25.648489
-15.522708,-13.559771
-18.868746,4.090772
-24.219015,8.935747
-14.019171,-21.288286
-21.773226,6.0271072
-21.780445,8.300923
-24.99744,-6.1126304
-23.05189,7.9153614
-20.915226,-12.460843
-9.674075,25.671942
1.5917099,28.293867
-9.58746,24.402739
-23.42181,10.66258
4.102802,26.642143
-16.548555,-7.882122
-9.708847,-20.703167
-11.769814,-19.154972
-5.470062,20.882486
-10.701119,-10.900487
-4.723867,-21.183722
-8.662629,-1.9926335
6.5099816,24.214376
-5.406924,3.3987358
-0.32149372,8.29083
-1.2900609,14.040024
9.470054,-18.235834
9.494263,-19.371542
12.4838915,-27.367455
15.725207,11.1825
14.422429,-15.239526
17.53177,17.074495
16.343817,2.9851668
14.431887,-9.620358
16.347347,12.353311
15.046401,2.5491188
16.85095,15.829366
15.195268,2.689231
14.455372,10.427049
12.378295,-3.6615117
13.478567,10.876049
12.29822,-0.3477532
10.377774,13.126233
11.239671,-0.21915607
-3.0063987,2.9212568
-8.559436,-4.5652723
-6.55892,7.6170363
-11.335424,21.820389
-5.0100856,-21.378777
-14.004627,-5.794206
-13.071509,-19.54809
-7.740283,-23.69543
-8.643428,25.50363
-24.3415,-6.1452436
-14.115512,9.674025
-13.948021,23.611052
-9.955196,26.18855
-14.860113,23.753695
-23.149721,11.475421
-19.254507,-14.005426
-2.7893257,25.261324
-18.349586,-10.164447
-14.168729,22.962772
-18.789066,9.019787
-12.58238,-19.423716
-4.2048926,21.479483
-17.132183,-2.1540544
-18.918716,-0.38598633
-18.885994,-9.423513
-20.357897,9.486019
-18.044132,-17.253386
-24.814383,15.897868
-14.149442,-24.083994
-22.0412,2.9303522
-11.533589,25.190666
-18.3381,-16.238668
-9.264139,26.592255
-10.091388,24.546207
-19.909094,-8.072533
-17.684593,21.367014
-25.05018,9.233045
-21.81858,4.468027
-14.26634,-23.160227
-17.30641,-15.640598
-19.50885,-7.24772
